year,recipient_id,recipient_name,recipient_postcode,recipient_location,agency,scheme,amount,country,currency
2014,GB-NR13-BECKHITHE FARMS LTD,BECKHITHE FARMS LTD,NR13,NORWICH,RPA,Agri-environment payments,"252,891.61",GB,GBP
2014,GB-NG24-AJP POCHIN ESQ,AJP POCHIN ESQ,NG24,NEWARK,RPA,Single area payment scheme,"252,784.73",GB,GBP
2014,GB-AB37-Ballindalloch Distillery LLP,Ballindalloch Distillery LLP,AB37,Ballindalloch,SGRPID,Adding value to agricultural and forestry products,"252,712.0",GB,GBP
2014,GB-NN9-HARROWDEN FARMS LTD,HARROWDEN FARMS LTD,NN9,WELLINGBOROUGH,RPA,Single area payment scheme,"252,661.12",GB,GBP
2014,GB-MK44-DAVISON & CO (BARFORD) LTD,DAVISON & CO (BARFORD) LTD,MK44,BEDFORD,RPA,Single area payment scheme,"252,535.81",GB,GBP
2014,GB-IP12-Suffolk Produce Limited,Suffolk Produce Limited,IP12,Woodbridge,RPA,Aid in fruit and vegetables sector,"252,206.71",GB,GBP
2015,GB-KY10-Kingsbarns Company Of Distillers Ltd,Kingsbarns Company Of Distillers Ltd,KY10,Anstruther,SGRPID,Investments in physical assets,"252,156.0",GB,GBP
2015,GB-BT20-ARDS & NORTH DOWN BOROUGH COUNCIL,ARDS & NORTH DOWN BOROUGH COUNCIL,BT20,BANGOR,DAERA,"Running the local action group, acquiring skills and animating the territory","252,148.62",GB,GBP
2014,GB-CB2-PORCHESTER FARMS,PORCHESTER FARMS,CB2,CAMBRIDGE,RPA,Single area payment scheme,"251,944.37",GB,GBP
2015,GB-CB8-Stetchworth Estate Farms,Stetchworth Estate Farms,CB8,Newmarket,RPA,Single area payment scheme,"251,794.29",GB,GBP
2015,GB-OX33-Besterman A R P,Besterman A R P,OX33,OXFORD,RPA,Single area payment scheme,"251,775.29",GB,GBP
2015,GB-BT42-BALLYMENA BOROUGH COUNCIL,BALLYMENA BOROUGH COUNCIL,BT42,BALLYMENA,DAERA,"Running the local action group, acquiring skills and animating the territory","251,259.74",GB,GBP
2015,GB-LL15-CADWYN CLWYD CYFYNGEDIG LTD,CADWYN CLWYD CYFYNGEDIG LTD,LL15,DENBIGHSHIRE,WG,Technical Assistance,"251,133.48",GB,GBP
2014,GB-CV8-NATIONAL FARMERS UNION,NATIONAL FARMERS UNION,CV8,KENILWORTH,RPA,Vocational training and information actions,"250,882.15",GB,GBP
2014,GB-OX7-CORNBURY PARK FARMS,CORNBURY PARK FARMS,OX7,CHIPPING NORTON,RPA,Single area payment scheme,"250,616.85",GB,GBP
2014,GB-YO17-Habton Farms,Habton Farms,YO17,MALTON,RPA,Single area payment scheme,"250,238.16",GB,GBP
2014,GB-LN11-G & B DOBSON LTD,G & B DOBSON LTD,LN11,LOUTH,RPA,Single area payment scheme,"250,114.83",GB,GBP
2015,GB-KA9-Belcher Food Products Ltd,Belcher Food Products Ltd,KA9,Prestwick,SGRPID,Investments in physical assets,"250,079.0",GB,GBP
2014,GB-SA62-MS RAYMOND BROS,MS RAYMOND BROS,SA62,DYFED,WG,Single area payment scheme,"250,072.79",GB,GBP
2015,GB-DG7-Barstobrick Farms,Barstobrick Farms,DG7,CASTLE DOUGLAS,SGRPID,Investments in physical assets,"250,000.0",GB,GBP
2015,GB-BT46-GLENSHANE EGGS LTD,GLENSHANE EGGS LTD,BT46,MAGHERA,DAERA,Adding value to agricultural and forestry products,"250,000.0",GB,GBP
2015,GB-IV12-Trustees of Cawdor Marriage Settlement T,Trustees of Cawdor Marriage Settlement T,IV12,NAIRN,SGRPID,Investment in forest area development and improvement of the viability of forests,"249,915.1",GB,GBP
2014,GB-PA34-Argyll & The Islands Leader Lag,Argyll & The Islands Leader Lag,PA34,Oban,SGRPID,"Running the local action group, acquiring skills and animating the territory","249,901.74",GB,GBP
2014,GB-FK7-Wm Dick & Sons,Wm Dick & Sons,FK7,STIRLING,SGRPID,Single area payment scheme,"249,715.65",GB,GBP
2015,GB-NR29-CHARLES WHARTON LIMITED,CHARLES WHARTON LIMITED,NR29,GREAT YARMOUTH,RPA,Single area payment scheme,"249,688.54",GB,GBP
2015,GB-TD5-T W & T B Edgar Limited,T W & T B Edgar Limited,TD5,KELSO,SGRPID,Single area payment scheme,"249,487.2",GB,GBP
2014,GB-NE18-J & E WALBY & SONS,J & E WALBY & SONS,NE18,NEWCASTLE UPON TYNE,RPA,Single area payment scheme,"249,285.43",GB,GBP
2014,GB-YO43-HUMBERSIDE FARMERS LTD,HUMBERSIDE FARMERS LTD,YO43,YORK,RPA,Single area payment scheme,"249,231.88",GB,GBP
2014,GB-CB6-F C PALMER & SONS,F C PALMER & SONS,CB6,ELY,RPA,Single area payment scheme,"248,864.23",GB,GBP
2014,GB-NG23-C T SHELDON LTD,C T SHELDON LTD,NG23,NEWARK,RPA,Single area payment scheme,"248,655.33",GB,GBP
2014,GB-CO6-PG RIX (FARMS) LTD,PG RIX (FARMS) LTD,CO6,COLCHESTER,RPA,Single area payment scheme,"248,629.77",GB,GBP
2014,GB-DG3-Auchencheyne Ltd,Auchencheyne Ltd,DG3,Thornhill,SGRPID,Diversification into non-agricultural activities,"248,629.47",GB,GBP
2015,GB-RM16-COLE & SONS (CHERRY ORCHARD) C H,COLE & SONS (CHERRY ORCHARD) C H,RM16,GRAYS,RPA,Single area payment scheme,"248,613.56",GB,GBP
2015,GB-RG17-Rooksnest Estate,Rooksnest Estate,RG17,Hungerford,RPA,Single area payment scheme,"248,594.74",GB,GBP
2015,GB-PE9-Littleworth Estate Company,Littleworth Estate Company,PE9,STAMFORD,RPA,Single area payment scheme,"248,455.87",GB,GBP
2015,GB-SP3-FONTHILL FARMS,FONTHILL FARMS,SP3,SALISBURY,RPA,Single area payment scheme,"248,322.82",GB,GBP
2014,GB-BA4-A J & R G BARBER LTD,A J & R G BARBER LTD,BA4,Shepton Mallet,RPA,Single area payment scheme,"248,258.0",GB,GBP
2014,GB-OX7-Great Tew Farms Partnership,Great Tew Farms Partnership,OX7,CHIPPING NORTON,RPA,Single area payment scheme,"248,243.11",GB,GBP
2014,GB-DN18-L F C HORKSTOW LIMITED,L F C HORKSTOW LIMITED,DN18,BARTON-UPON-HUMBER,RPA,Single area payment scheme,"248,117.87",GB,GBP
2014,GB-CA12-FSC Blencathra,FSC Blencathra,CA12,KESWICK,RPA,Basic services for the economy and rural population,"248,099.16",GB,GBP
2014,GB-TN29-JOHN PAINE FARMS,JOHN PAINE FARMS,TN29,ROMNEY MARSH,RPA,Single area payment scheme,"248,068.13",GB,GBP
2014,GB-CB2-BAWTRY FARMS LIMITED,BAWTRY FARMS LIMITED,CB2,CAMBRIDGE,RPA,Single area payment scheme,"248,065.85",GB,GBP
2015,GB-BT79-OMAGH DISTRICT COUNCIL,OMAGH DISTRICT COUNCIL,BT79,OMAGH,DAERA,"Running the local action group, acquiring skills and animating the territory","247,995.65",GB,GBP
2014,GB-PH1-T B Holdings Ltd,T B Holdings Ltd,PH1,Perthshire,SGRPID,Single area payment scheme,"247,909.58",GB,GBP
2015,GB-SA67-PLANED,PLANED,SA67,PEMBS,WG,Implementing local development strategies. Quality of life/diversification,"247,686.1",GB,GBP
2014,GB-CF31-BRIDGEND COUNTY BOROUGH COUNCIL,BRIDGEND COUNTY BOROUGH COUNCIL,CF31,BRIDGEND,WG,Implementing local development strategies. Quality of life/diversification,"247,515.42",GB,GBP
2014,GB-CB2-GREAT OAKLEY FARMS LIMITED,GREAT OAKLEY FARMS LIMITED,CB2,CAMBRIDGE,RPA,Single area payment scheme,"247,442.67",GB,GBP
2015,GB-CF63-THE VALE OF GLAMORGAN COUNCIL,THE VALE OF GLAMORGAN COUNCIL,CF63,VALE OF GLAMORGAN,WG,Basic services for the economy and rural population,"247,435.62",GB,GBP
2015,GB-PE12-GEORGE THOMPSON (FARMS) LTD,GEORGE THOMPSON (FARMS) LTD,PE12,SPALDING,RPA,Single area payment scheme,"247,264.0",GB,GBP
2014,GB-NE65-FT Walton,FT Walton,NE65,MORPETH,RPA,Single area payment scheme,"246,815.33",GB,GBP
2014,GB-RG4-Coppid Farming Enterprises LLP,Coppid Farming Enterprises LLP,RG4,READING,RPA,Single area payment scheme,"246,781.03",GB,GBP
2014,GB-YO17-THE BIRDSALL ESTATES COMPANY LIMITED,THE BIRDSALL ESTATES COMPANY LIMITED,YO17,MALTON,RPA,Single area payment scheme,"246,763.98",GB,GBP
2015,GB-HG3-WINTERQUAY LTD,WINTERQUAY LTD,HG3,HARROGATE,RPA,Single area payment scheme,"246,697.0",GB,GBP
2015,GB-NN7-TURNEYS,TURNEYS,NN7,NORTHAMPTON,RPA,Single area payment scheme,"246,695.07",GB,GBP
2014,GB-KY9-Fairfield Farms,Fairfield Farms,KY9,Colinsburgh,SGRPID,Single area payment scheme,"246,539.14",GB,GBP
2014,GB-SG18-WHITBREAD FARMS LTD,WHITBREAD FARMS LTD,SG18,BIGGLESWADE,RPA,Single area payment scheme,"246,525.35",GB,GBP
2014,GB-NR23-CHALK HILL FARM PARTNERS,CHALK HILL FARM PARTNERS,NR23,WELLS-NEXT-THE-SEA,RPA,Non-productive investments,"246,431.32",GB,GBP
2015,GB-SP2-NORTH HILL FARMS LTD,NORTH HILL FARMS LTD,SP2,SALISBURY,RPA,Single area payment scheme,"246,139.97",GB,GBP
2014,GB-YO8-R H FALKINGHAM & SON,R H FALKINGHAM & SON,YO8,SELBY,RPA,Non-productive investments,"245,854.65",GB,GBP
2015,GB-B49-RAGLEY HOME FARMS,RAGLEY HOME FARMS,B49,ALCESTER,RPA,Single area payment scheme,"245,846.47",GB,GBP
2014,GB-DD10-John I Forbes & Partner,John I Forbes & Partner,DD10,Inverbervie,SGRPID,Single area payment scheme,"245,753.09",GB,GBP
2014,GB-LN11-CV STUBBS & SONS,CV STUBBS & SONS,LN11,LOUTH,RPA,Single area payment scheme,"245,727.93",GB,GBP
2014,GB-NR16-B J & P M GOODERHAM,B J & P M GOODERHAM,NR16,NORWICH,RPA,Single area payment scheme,"245,653.05",GB,GBP
2015,GB-YO19-MR C D FORBES-ADAM,MR C D FORBES-ADAM,YO19,YORK,RPA,Single area payment scheme,"245,649.71",GB,GBP
2014,GB-CB11-LITTLEBURY FARMING PARTNERSHIP,LITTLEBURY FARMING PARTNERSHIP,CB11,SAFFRON WALDEN,RPA,Single area payment scheme,"245,510.91",GB,GBP
2014,GB-CM1-C J H Farming Ltd,C J H Farming Ltd,CM1,CHELMSFORD,RPA,Single area payment scheme,"245,489.66",GB,GBP
2015,GB-IP12-Suffolk Produce Limited,Suffolk Produce Limited,IP12,Woodbridge,RPA,Aid in fruit and vegetables sector,"245,249.09",GB,GBP
2015,GB-BA4-A J & R G BARBER LTD,A J & R G BARBER LTD,BA4,SHEPTON MALLET,RPA,Single area payment scheme,"245,089.27",GB,GBP
2014,GB-G63-Aucheneck Estate,Aucheneck Estate,G63,Glasgow,SGRPID,Single area payment scheme,"244,839.59",GB,GBP
2015,GB-TN26-MARTIN CLIFTON LTD,MARTIN CLIFTON LTD,TN26,ASHFORD,RPA,Single area payment scheme,"244,631.32",GB,GBP
2014,GB-PH2-The Woodland Trust,The Woodland Trust,PH2,PERTH,SGRPID,Single area payment scheme,"244,625.15",GB,GBP
2014,GB-PO9-HAMPSHIRE COUNTY COUNCIL,HAMPSHIRE COUNTY COUNCIL,PO9,Staunton Country Park,RPA,Agri-environment payments,"244,396.99",GB,GBP
2014,GB-TD11-Macfarlane Farms Ltd,Macfarlane Farms Ltd,TD11,DUNS,SGRPID,Single area payment scheme,"244,276.46",GB,GBP
2014,GB-YO60-CASTLE HOWARD ESTATE LTD,CASTLE HOWARD ESTATE LTD,YO60,YORK,RPA,Single area payment scheme,"244,164.24",GB,GBP
2014,GB-CB4-Routh Farming Ltd,Routh Farming Ltd,CB4,CAMBRIDGE,RPA,Single area payment scheme,"244,100.45",GB,GBP
2015,GB-TD1-L G Litchfield Bowland Farms,L G Litchfield Bowland Farms,TD1,GALASHIELS,SGRPID,Single area payment scheme,"244,083.24",GB,GBP
2014,GB-SO20-LECKFORD ESTATE,LECKFORD ESTATE,SO20,STOCKBRIDGE,RPA,Single area payment scheme,"244,030.2",GB,GBP
2015,GB-SN10-Harley Farms (Wilts) Ltd,Harley Farms (Wilts) Ltd,SN10,Devizes,RPA,Single area payment scheme,"243,960.3",GB,GBP
2015,GB-W1S-The Crown Estate,The Crown Estate,W1S,LONDON,RPA,Single area payment scheme,"243,782.86",GB,GBP
2015,GB-GL54-Broadfield Farms,Broadfield Farms,GL54,NORTHLEACH,RPA,Single area payment scheme,"243,740.44",GB,GBP
2015,GB-W1B-DORSINGTON FARMS LTD,DORSINGTON FARMS LTD,W1B,LONDON,RPA,Single area payment scheme,"243,739.23",GB,GBP
2015,GB-KY10-M/S John Stevenson & Co,M/S John Stevenson & Co,KY10,ANSTRUTHER,SGRPID,Single area payment scheme,"243,705.98",GB,GBP
2014,GB-NE46-The Graziers of West Allenheads & Killhope Common,The Graziers of West Allenheads & Killhope Common,NE46,HEXHAM,RPA,Agri-environment payments,"243,650.09",GB,GBP
2014,GB-CA11-Crosby Graziers Group,Crosby Graziers Group,CA11,PENRITH,RPA,Agri-environment payments,"243,441.91",GB,GBP
2014,GB-SP5-Clarendon Park Farms Limited,Clarendon Park Farms Limited,SP5,Salisbury,RPA,Single area payment scheme,"243,360.05",GB,GBP
2015,GB-CB23-THE WILDLIFE TRUST BCN,THE WILDLIFE TRUST BCN,CB23,CAMBRIDGE,RPA,Agri-environment-climate,"243,359.94",GB,GBP
2014,GB-PE20-Woodlands Farm (Kirton) LTD,Woodlands Farm (Kirton) LTD,PE20,BOSTON,RPA,Single area payment scheme,"243,288.0",GB,GBP
2014,GB-AB30-Stracathro & Careston Ests Ltd,Stracathro & Careston Ests Ltd,AB30,Kincardineshire,SGRPID,Single area payment scheme,"243,267.71",GB,GBP
2014,GB-BT23-ARDS BOROUGH COUNCIL,ARDS BOROUGH COUNCIL,BT23,NEWTOWNARDS,DARDNI,"Running the local action group, acquiring skills and animating the territory","243,254.21",GB,GBP
2015,GB-CB23-THE WILDLIFE TRUST BCN,THE WILDLIFE TRUST BCN,CB23,CAMBRIDGE,RPA,Single area payment scheme,"243,183.09",GB,GBP
2014,GB-SN6-STEVE BENSON FARMING LTD,STEVE BENSON FARMING LTD,SN6,SWINDON,RPA,Single area payment scheme,"243,055.81",GB,GBP
2014,GB-RM18-COLE & SONS (MILL HOUSE) C H,COLE & SONS (MILL HOUSE) C H,RM18,TILBURY,RPA,Single area payment scheme,"242,864.35",GB,GBP
2014,GB-PE31-THOMPSON BRANCASTER FARMS,THOMPSON BRANCASTER FARMS,PE31,KINGS LYNN,RPA,Single area payment scheme,"242,839.25",GB,GBP
2015,GB-CO6-PG RIX (FARMS) LTD,PG RIX (FARMS) LTD,CO6,COLCHESTER,RPA,Single area payment scheme,"242,727.93",GB,GBP
2015,GB-DG9-Genoch Mains Farms,Genoch Mains Farms,DG9,STRANRAER,SGRPID,Investments in physical assets,"242,492.2",GB,GBP
2014,GB-PE12-LINCOLNSHIRE FIELD PRODUCTS LTD,LINCOLNSHIRE FIELD PRODUCTS LTD,PE12,SPALDING,RPA,Single area payment scheme,"242,464.34",GB,GBP
2015,GB-LN1-J HOLLINGWORTH & CO,J HOLLINGWORTH & CO,LN1,LINCOLN,RPA,Single area payment scheme,"242,440.54",GB,GBP
2014,GB-BH23-D Dalton & Son Ltd,D Dalton & Son Ltd,BH23,CHRISTCHURCH,RPA,Single area payment scheme,"242,351.73",GB,GBP
2014,GB-CB3-Cambridgeshire County Council County Farms,Cambridgeshire County Council County Farms,CB3,Cambridge,RPA,Implementing local development strategies. Quality of life/diversification,"242,204.39",GB,GBP
2014,GB-AB52-R & N Barclay,R & N Barclay,AB52,Aberdeenshire,SGRPID,Single area payment scheme,"242,171.65",GB,GBP
2014,GB-YO25-HARRISON FARMS (KILHAM) LTD,HARRISON FARMS (KILHAM) LTD,YO25,DRIFFIELD,RPA,Single area payment scheme,"242,162.33",GB,GBP
2015,GB-PE31-THE MARQUESS OF CHOLMONDELEY,THE MARQUESS OF CHOLMONDELEY,PE31,KINGS LYNN,RPA,Single area payment scheme,"241,902.5",GB,GBP
2015,GB-IP30-HEVENINGHAM HALL ESTATES,HEVENINGHAM HALL ESTATES,IP30,BURY ST. EDMUNDS,RPA,Single area payment scheme,"241,825.36",GB,GBP
2014,GB-BH21-CRANBORNE FARMS,CRANBORNE FARMS,BH21,WIMBORNE,RPA,Single area payment scheme,"241,742.44",GB,GBP
2015,GB-PE31-KEN HILL FARMS AND ESTATE,KEN HILL FARMS AND ESTATE,PE31,Kings Lynn,RPA,Single area payment scheme,"241,638.23",GB,GBP
2014,GB-IP30-HEVENINGHAM HALL ESTATES,HEVENINGHAM HALL ESTATES,IP30,BURY ST. EDMUNDS,RPA,Single area payment scheme,"241,234.76",GB,GBP
2015,GB-TA12-WITCOMBE FARM PARTNERS,WITCOMBE FARM PARTNERS,TA12,MARTOCK,RPA,Modernisation of agricultural holdings,"241,032.68",GB,GBP
2015,GB-LN8-H C Bourn (Farming) Limited,H C Bourn (Farming) Limited,LN8,MARKET RASEN,RPA,Single area payment scheme,"241,030.74",GB,GBP
2015,GB-SG9-SCOTT & SCOTT,SCOTT & SCOTT,SG9,BUNTINGFORD,RPA,Single area payment scheme,"240,977.06",GB,GBP
2014,GB-NR34-SOTTERLEY FARMS PARTNERSHIP,SOTTERLEY FARMS PARTNERSHIP,NR34,BECCLES,RPA,Single area payment scheme,"240,875.24",GB,GBP
2014,GB-LE16-Claydon Estates LLP,Claydon Estates LLP,LE16,MARKET HARBOROUGH,RPA,Single area payment scheme,"240,856.07",GB,GBP
2014,GB-BS16-Forestry Commission England,Forestry Commission England,BS16,BRISTOL,RPA,Modernisation of agricultural holdings,"240,783.29",GB,GBP
2015,GB-TD15-The President Estate Farming Partnership,The President Estate Farming Partnership,TD15,BERWICK-UPON-TWEED,RPA,Single area payment scheme,"240,634.71",GB,GBP
2014,GB-LD7-TL HARRIS,TL HARRIS,LD7,POWYS,WG,Single area payment scheme,"240,609.59",GB,GBP
2015,GB-LL26-CONWY COUNTY BOROUGH COUNCIL,CONWY COUNTY BOROUGH COUNCIL,LL26,CONWY,WG,Implementing local development strategies. Quality of life/diversification,"240,463.51",GB,GBP
2015,GB-CA10-CROSSFELL COMMONERS ASSOCIATION,CROSSFELL COMMONERS ASSOCIATION,CA10,PENRITH,RPA,Agri-environment-climate,"240,443.4",GB,GBP
2014,GB-CB8-CLOPTON HALL FARMS LTD,CLOPTON HALL FARMS LTD,CB8,NEWMARKET,RPA,Single area payment scheme,"240,109.29",GB,GBP
2015,GB-KA26-Glenapp Estate Company Ltd,Glenapp Estate Company Ltd,KA26,GIRVAN,SGRPID,Single area payment scheme,"240,102.57",GB,GBP
2015,GB-NN9-HARROWDEN FARMS LTD,HARROWDEN FARMS LTD,NN9,WELLINGBOROUGH,RPA,Single area payment scheme,"240,045.86",GB,GBP
2015,GB-FK15-Mansionhouse Farm,Mansionhouse Farm,FK15,BRACO,SGRPID,Investment in forest area development and improvement of the viability of forests,"240,040.05",GB,GBP
2015,GB-IP13-Dennington Hall Farms,Dennington Hall Farms,IP13,Woodbridge,RPA,Single area payment scheme,"239,995.09",GB,GBP
2014,GB-SY4-Long Mynd Active Graziers Association,Long Mynd Active Graziers Association,SY4,SHREWSBURY,RPA,Agri-environment payments,"239,969.82",GB,GBP
2015,GB-BA12-R F STRATTON & CO,R F STRATTON & CO,BA12,WARMINSTER,RPA,Single area payment scheme,"239,206.28",GB,GBP
2014,GB-YO60-Arkengarthdale West Graziers,Arkengarthdale West Graziers,YO60,YORK,RPA,Agri-environment payments,"239,193.55",GB,GBP
2014,GB-BT34-NEWRY & MOURNE DISTRICT COUNCIL,NEWRY & MOURNE DISTRICT COUNCIL,BT34,NEWRY,DARDNI,Implementing local development strategies. Quality of life/diversification,"239,113.38",GB,GBP
2014,GB-DD9-Southesk Farms,Southesk Farms,DD9,Brechin,SGRPID,Single area payment scheme,"239,069.68",GB,GBP
2014,GB-HX3-Housebyres Farming Limited,Housebyres Farming Limited,HX3,Halifax,SGRPID,Single area payment scheme,"238,561.36",GB,GBP
2014,GB-PE22-JOHN SAUL LTD,JOHN SAUL LTD,PE22,BOSTON,RPA,Single area payment scheme,"238,472.98",GB,GBP
2014,GB-LD2-POWYS REGENERATION PARTNERSHIP,POWYS REGENERATION PARTNERSHIP,LD2,POWYS,WG,Implementing local development strategies. Quality of life/diversification,"238,398.29",GB,GBP
2014,GB-YO25-RICHARD W TENNANT LTD,RICHARD W TENNANT LTD,YO25,DRIFFIELD,RPA,Single area payment scheme,"238,313.72",GB,GBP
2014,GB-OX29-Barley Park Farms,Barley Park Farms,OX29,WITNEY,RPA,Single area payment scheme,"238,271.15",GB,GBP
2014,GB-LN9-Lincolnshire Wildlife Trust,Lincolnshire Wildlife Trust,LN9,HORNCASTLE,RPA,Single area payment scheme,"238,194.77",GB,GBP
